Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_000003195.3	Primary Assembly	Un			KV917399.1	Chromosome	NW_018396409.1	unplaced-scaffold	458236			super_33
GCA_000003195.3	Primary Assembly	Un			KV917400.1	Chromosome	NW_018396410.1	unplaced-scaffold	334774			super_35
GCA_000003195.3	Primary Assembly	Un			KV917401.1	Chromosome	NW_018396411.1	unplaced-scaffold	298587			super_36
GCA_000003195.3	Primary Assembly	Un			KV917402.1	Chromosome	NW_018396412.1	unplaced-scaffold	351034			super_37
GCA_000003195.3	Primary Assembly	Un			KV917403.1	Chromosome	NW_018396413.1	unplaced-scaffold	351022			super_38
GCA_000003195.3	Primary Assembly	Un			KV917404.1	Chromosome	NW_018396414.1	unplaced-scaffold	305255			super_39
GCA_000003195.3	Primary Assembly	Un			KV917405.1	Chromosome	NW_018396415.1	unplaced-scaffold	247080			super_40
GCA_000003195.3	Primary Assembly	Un			KV917406.1	Chromosome	NW_018396416.1	unplaced-scaffold	236224			super_41
GCA_000003195.3	Primary Assembly	Un			KV917407.1	Chromosome	NW_018396417.1	unplaced-scaffold	326307			super_42
GCA_000003195.3	Primary Assembly	Un			KV917408.1	Chromosome	NW_018396418.1	unplaced-scaffold	317385			super_43
GCA_000003195.3	Primary Assembly	Un			KV917409.1	Chromosome	NW_018396419.1	unplaced-scaffold	295267			super_44
GCA_000003195.3	Primary Assembly	Un			KV917410.1	Chromosome	NW_018396420.1	unplaced-scaffold	235736			super_45
GCA_000003195.3	Primary Assembly	Un			KV917411.1	Chromosome	NW_018396421.1	unplaced-scaffold	236493			super_46
GCA_000003195.3	Primary Assembly	Un			KV917412.1	Chromosome	NW_018396422.1	unplaced-scaffold	232218			super_47
GCA_000003195.3	Primary Assembly	Un			KV917413.1	Chromosome	NW_018396423.1	unplaced-scaffold	256546			super_48
GCA_000003195.3	Primary Assembly	Un			KV917414.1	Chromosome	NW_018396424.1	unplaced-scaffold	203713			super_49
GCA_000003195.3	Primary Assembly	Un			KV917415.1	Chromosome	NW_018396425.1	unplaced-scaffold	188804			super_50
GCA_000003195.3	Primary Assembly	Un			KV917416.1	Chromosome	NW_018396426.1	unplaced-scaffold	199813			super_51
GCA_000003195.3	Primary Assembly	Un			KV917417.1	Chromosome	NW_018396427.1	unplaced-scaffold	205341			super_52
GCA_000003195.3	Primary Assembly	Un			KV917418.1	Chromosome	NW_018396428.1	unplaced-scaffold	260229			super_53
GCA_000003195.3	Primary Assembly	Un			KV917419.1	Chromosome	NW_018396429.1	unplaced-scaffold	217364			super_54
GCA_000003195.3	Primary Assembly	Un			KV917420.1	Chromosome	NW_018396430.1	unplaced-scaffold	145399			super_55
GCA_000003195.3	Primary Assembly	Un			KV917421.1	Chromosome	NW_018396431.1	unplaced-scaffold	169995			super_56
GCA_000003195.3	Primary Assembly	Un			KV917422.1	Chromosome	NW_018396432.1	unplaced-scaffold	134357			super_57
GCA_000003195.3	Primary Assembly	Un			KV917423.1	Chromosome	NW_018396433.1	unplaced-scaffold	308817			super_58
GCA_000003195.3	Primary Assembly	Un			KV917424.1	Chromosome	NW_018396434.1	unplaced-scaffold	130488			super_60
GCA_000003195.3	Primary Assembly	Un			KV917425.1	Chromosome	NW_018396435.1	unplaced-scaffold	143562			super_61
GCA_000003195.3	Primary Assembly	Un			KV917426.1	Chromosome	NW_018396436.1	unplaced-scaffold	175291			super_62
GCA_000003195.3	Primary Assembly	Un			KV917427.1	Chromosome	NW_018396437.1	unplaced-scaffold	141128			super_63
GCA_000003195.3	Primary Assembly	Un			KV917428.1	Chromosome	NW_018396438.1	unplaced-scaffold	125577			super_64
GCA_000003195.3	Primary Assembly	Un			KV917429.1	Chromosome	NW_018396439.1	unplaced-scaffold	123043			super_65
GCA_000003195.3	Primary Assembly	Un			KV917430.1	Chromosome	NW_018396440.1	unplaced-scaffold	201725			super_66
GCA_000003195.3	Primary Assembly	Un			KV917431.1	Chromosome	NW_018396441.1	unplaced-scaffold	182009			super_68
GCA_000003195.3	Primary Assembly	Un			KV917432.1	Chromosome	NW_018396442.1	unplaced-scaffold	128977			super_69
GCA_000003195.3	Primary Assembly	Un			KV917433.1	Chromosome	NW_018396443.1	unplaced-scaffold	140418			super_70
GCA_000003195.3	Primary Assembly	Un			KV917434.1	Chromosome	NW_018396444.1	unplaced-scaffold	166417			super_71
GCA_000003195.3	Primary Assembly	Un			KV917435.1	Chromosome	NW_018396445.1	unplaced-scaffold	166654			super_72
GCA_000003195.3	Primary Assembly	Un			KV917436.1	Chromosome	NW_018396446.1	unplaced-scaffold	91608			super_73
GCA_000003195.3	Primary Assembly	Un			KV917437.1	Chromosome	NW_018396447.1	unplaced-scaffold	152751			super_74
GCA_000003195.3	Primary Assembly	Un			KV917438.1	Chromosome	NW_018396448.1	unplaced-scaffold	100656			super_75
GCA_000003195.3	Primary Assembly	Un			KV917439.1	Chromosome	NW_018396449.1	unplaced-scaffold	125262			super_76
GCA_000003195.3	Primary Assembly	Un			KV917440.1	Chromosome	NW_018396450.1	unplaced-scaffold	99838			super_77
GCA_000003195.3	Primary Assembly	Un			KV917441.1	Chromosome	NW_018396451.1	unplaced-scaffold	112595			super_78
GCA_000003195.3	Primary Assembly	Un			KV917442.1	Chromosome	NW_018396452.1	unplaced-scaffold	88387			super_79
GCA_000003195.3	Primary Assembly	Un			KV917443.1	Chromosome	NW_018396453.1	unplaced-scaffold	79866			super_80
GCA_000003195.3	Primary Assembly	Un			KV917444.1	Chromosome	NW_018396454.1	unplaced-scaffold	88053			super_81
GCA_000003195.3	Primary Assembly	Un			KV917445.1	Chromosome	NW_018396455.1	unplaced-scaffold	100991			super_82
GCA_000003195.3	Primary Assembly	Un			KV917446.1	Chromosome	NW_018396456.1	unplaced-scaffold	96907			super_83
GCA_000003195.3	Primary Assembly	Un			KV917447.1	Chromosome	NW_018396457.1	unplaced-scaffold	91803			super_84
GCA_000003195.3	Primary Assembly	Un			KV917448.1	Chromosome	NW_018396458.1	unplaced-scaffold	92214			super_85
GCA_000003195.3	Primary Assembly	Un			KV917449.1	Chromosome	NW_018396459.1	unplaced-scaffold	84136			super_86
GCA_000003195.3	Primary Assembly	Un			KV917450.1	Chromosome	NW_018396460.1	unplaced-scaffold	71628			super_87
GCA_000003195.3	Primary Assembly	Un			KV917451.1	Chromosome	NW_018396461.1	unplaced-scaffold	73515			super_88
GCA_000003195.3	Primary Assembly	Un			KV917452.1	Chromosome	NW_018396462.1	unplaced-scaffold	70770			super_89
GCA_000003195.3	Primary Assembly	Un			KV917453.1	Chromosome	NW_018396463.1	unplaced-scaffold	102601			super_90
GCA_000003195.3	Primary Assembly	Un			KV917454.1	Chromosome	NW_018396464.1	unplaced-scaffold	71844			super_91
GCA_000003195.3	Primary Assembly	Un			KV917455.1	Chromosome	NW_018396465.1	unplaced-scaffold	87667			super_92
GCA_000003195.3	Primary Assembly	Un			KV917456.1	Chromosome	NW_018396466.1	unplaced-scaffold	76182			super_93
GCA_000003195.3	Primary Assembly	Un			KV917457.1	Chromosome	NW_018396467.1	unplaced-scaffold	130070			super_94
GCA_000003195.3	Primary Assembly	Un			KV917458.1	Chromosome	NW_018396468.1	unplaced-scaffold	62035			super_95
GCA_000003195.3	Primary Assembly	Un			KV917459.1	Chromosome	NW_018396469.1	unplaced-scaffold	57495			super_96
GCA_000003195.3	Primary Assembly	Un			KV917460.1	Chromosome	NW_018396470.1	unplaced-scaffold	50709			super_97
GCA_000003195.3	Primary Assembly	Un			KV917461.1	Chromosome	NW_018396471.1	unplaced-scaffold	52422			super_99
GCA_000003195.3	Primary Assembly	Un			KV917462.1	Chromosome	NW_018396472.1	unplaced-scaffold	81326			super_100
GCA_000003195.3	Primary Assembly	Un			KV917463.1	Chromosome	NW_018396473.1	unplaced-scaffold	57985			super_101
GCA_000003195.3	Primary Assembly	Un			KV917464.1	Chromosome	NW_018396474.1	unplaced-scaffold	64938			super_102
GCA_000003195.3	Primary Assembly	Un			KV917465.1	Chromosome	NW_018396475.1	unplaced-scaffold	81253			super_103
GCA_000003195.3	Primary Assembly	Un			KV917466.1	Chromosome	NW_018396476.1	unplaced-scaffold	73524			super_104
GCA_000003195.3	Primary Assembly	Un			KV917467.1	Chromosome	NW_018396477.1	unplaced-scaffold	53684			super_105
GCA_000003195.3	Primary Assembly	Un			KV917468.1	Chromosome	NW_018396478.1	unplaced-scaffold	65739			super_107
GCA_000003195.3	Primary Assembly	Un			KV917469.1	Chromosome	NW_018396479.1	unplaced-scaffold	53551			super_109
GCA_000003195.3	Primary Assembly	Un			KV917470.1	Chromosome	NW_018396480.1	unplaced-scaffold	127861			super_110
GCA_000003195.3	Primary Assembly	Un			KV917471.1	Chromosome	NW_018396481.1	unplaced-scaffold	37213			super_112
GCA_000003195.3	Primary Assembly	Un			KV917472.1	Chromosome	NW_018396482.1	unplaced-scaffold	68371			super_114
GCA_000003195.3	Primary Assembly	Un			KV917473.1	Chromosome	NW_018396483.1	unplaced-scaffold	34961			super_117
GCA_000003195.3	Primary Assembly	Un			KV917474.1	Chromosome	NW_018396484.1	unplaced-scaffold	34661			super_118
GCA_000003195.3	Primary Assembly	Un			KV917475.1	Chromosome	NW_018396485.1	unplaced-scaffold	49739			super_119
GCA_000003195.3	Primary Assembly	Un			KV917476.1	Chromosome	NW_018396486.1	unplaced-scaffold	34038			super_120
GCA_000003195.3	Primary Assembly	Un			KV917477.1	Chromosome	NW_018396487.1	unplaced-scaffold	60229			super_123
GCA_000003195.3	Primary Assembly	Un			KV917478.1	Chromosome	NW_018396488.1	unplaced-scaffold	41241			super_127
GCA_000003195.3	Primary Assembly	Un			KV917479.1	Chromosome	NW_018396489.1	unplaced-scaffold	79360			super_128
GCA_000003195.3	Primary Assembly	Un			KV917480.1	Chromosome	NW_018396490.1	unplaced-scaffold	29912			super_131
GCA_000003195.3	Primary Assembly	Un			KV917481.1	Chromosome	NW_018396491.1	unplaced-scaffold	57934			super_132
GCA_000003195.3	Primary Assembly	Un			KV917482.1	Chromosome	NW_018396492.1	unplaced-scaffold	54511			super_133
GCA_000003195.3	Primary Assembly	Un			KV917483.1	Chromosome	NW_018396493.1	unplaced-scaffold	29034			super_136
GCA_000003195.3	Primary Assembly	Un			KV917484.1	Chromosome	NW_018396494.1	unplaced-scaffold	118918			super_138
GCA_000003195.3	Primary Assembly	Un			KV917485.1	Chromosome	NW_018396495.1	unplaced-scaffold	28202			super_139
GCA_000003195.3	Primary Assembly	Un			KV917486.1	Chromosome	NW_018396496.1	unplaced-scaffold	113079			super_141
GCA_000003195.3	Primary Assembly	Un			KV917487.1	Chromosome	NW_018396497.1	unplaced-scaffold	27087			super_142
GCA_000003195.3	Primary Assembly	Un			KV917488.1	Chromosome	NW_018396498.1	unplaced-scaffold	51849			super_144
GCA_000003195.3	Primary Assembly	Un			KV917489.1	Chromosome	NW_018396499.1	unplaced-scaffold	54636			super_146
GCA_000003195.3	Primary Assembly	Un			KV917490.1	Chromosome	NW_018396500.1	unplaced-scaffold	24454			super_154
GCA_000003195.3	Primary Assembly	Un			KV917491.1	Chromosome	NW_018396501.1	unplaced-scaffold	42381			super_157
GCA_000003195.3	Primary Assembly	Un			KV917492.1	Chromosome	NW_018396502.1	unplaced-scaffold	52806			super_159
GCA_000003195.3	Primary Assembly	Un			KV917493.1	Chromosome	NW_018396503.1	unplaced-scaffold	23094			super_163
GCA_000003195.3	Primary Assembly	Un			KV917494.1	Chromosome	NW_018396504.1	unplaced-scaffold	23509			super_164
GCA_000003195.3	Primary Assembly	Un			KV917495.1	Chromosome	NW_018396505.1	unplaced-scaffold	22428			super_171
GCA_000003195.3	Primary Assembly	Un			KV917496.1	Chromosome	NW_018396506.1	unplaced-scaffold	22715			super_172
GCA_000003195.3	Primary Assembly	Un			KV917497.1	Chromosome	NW_018396507.1	unplaced-scaffold	21784			super_176
GCA_000003195.3	Primary Assembly	Un			KV917498.1	Chromosome	NW_018396508.1	unplaced-scaffold	21204			super_182
GCA_000003195.3	Primary Assembly	Un			KV917499.1	Chromosome	NW_018396509.1	unplaced-scaffold	20834			super_185
GCA_000003195.3	Primary Assembly	Un			KV917500.1	Chromosome	NW_018396510.1	unplaced-scaffold	20487			super_195
GCA_000003195.3	Primary Assembly	Un			KV917501.1	Chromosome	NW_018396511.1	unplaced-scaffold	20281			super_197
GCA_000003195.3	Primary Assembly	Un			KV917502.1	Chromosome	NW_018396512.1	unplaced-scaffold	41186			super_199
GCA_000003195.3	Primary Assembly	Un			KV917503.1	Chromosome	NW_018396513.1	unplaced-scaffold	20115			super_201
GCA_000003195.3	Primary Assembly	Un			KV917504.1	Chromosome	NW_018396514.1	unplaced-scaffold	19261			super_207
GCA_000003195.3	Primary Assembly	Un			KV917505.1	Chromosome	NW_018396515.1	unplaced-scaffold	51104			super_210
GCA_000003195.3	Primary Assembly	Un			KV917506.1	Chromosome	NW_018396516.1	unplaced-scaffold	19360			super_212
GCA_000003195.3	Primary Assembly	Un			KV917507.1	Chromosome	NW_018396517.1	unplaced-scaffold	18936			super_214
GCA_000003195.3	Primary Assembly	Un			KV917508.1	Chromosome	NW_018396518.1	unplaced-scaffold	18306			super_222
GCA_000003195.3	Primary Assembly	Un			KV917509.1	Chromosome	NW_018396519.1	unplaced-scaffold	18014			super_229
GCA_000003195.3	Primary Assembly	Un			KV917510.1	Chromosome	NW_018396520.1	unplaced-scaffold	17923			super_231
GCA_000003195.3	Primary Assembly	Un			KV917511.1	Chromosome	NW_018396521.1	unplaced-scaffold	17617			super_234
GCA_000003195.3	Primary Assembly	Un			KV917512.1	Chromosome	NW_018396522.1	unplaced-scaffold	17600			super_235
GCA_000003195.3	Primary Assembly	Un			KV917513.1	Chromosome	NW_018396523.1	unplaced-scaffold	17578			super_236
GCA_000003195.3	Primary Assembly	Un			KV917514.1	Chromosome	NW_018396524.1	unplaced-scaffold	17353			super_238
GCA_000003195.3	Primary Assembly	Un			KV917515.1	Chromosome	NW_018396525.1	unplaced-scaffold	17788			super_242
GCA_000003195.3	Primary Assembly	Un			KV917516.1	Chromosome	NW_018396526.1	unplaced-scaffold	17090			super_248
GCA_000003195.3	Primary Assembly	Un			KV917517.1	Chromosome	NW_018396527.1	unplaced-scaffold	17081			super_249
GCA_000003195.3	Primary Assembly	Un			KV917518.1	Chromosome	NW_018396528.1	unplaced-scaffold	17052			super_251
GCA_000003195.3	Primary Assembly	Un			KV917519.1	Chromosome	NW_018396529.1	unplaced-scaffold	17013			super_252
GCA_000003195.3	Primary Assembly	Un			KV917520.1	Chromosome	NW_018396530.1	unplaced-scaffold	16889			super_254
GCA_000003195.3	Primary Assembly	Un			KV917521.1	Chromosome	NW_018396531.1	unplaced-scaffold	17563			super_256
GCA_000003195.3	Primary Assembly	Un			KV917522.1	Chromosome	NW_018396532.1	unplaced-scaffold	16670			super_260
GCA_000003195.3	Primary Assembly	Un			KV917523.1	Chromosome	NW_018396533.1	unplaced-scaffold	16629			super_263
GCA_000003195.3	Primary Assembly	Un			KV917524.1	Chromosome	NW_018396534.1	unplaced-scaffold	16469			super_267
GCA_000003195.3	Primary Assembly	Un			KV917525.1	Chromosome	NW_018396535.1	unplaced-scaffold	16244			super_268
GCA_000003195.3	Primary Assembly	Un			KV917526.1	Chromosome	NW_018396536.1	unplaced-scaffold	16212			super_272
GCA_000003195.3	Primary Assembly	Un			KV917527.1	Chromosome	NW_018396537.1	unplaced-scaffold	16117			super_274
GCA_000003195.3	Primary Assembly	Un			KV917528.1	Chromosome	NW_018396538.1	unplaced-scaffold	15900			super_279
GCA_000003195.3	Primary Assembly	Un			KV917529.1	Chromosome	NW_018396539.1	unplaced-scaffold	15852			super_280
GCA_000003195.3	Primary Assembly	Un			KV917530.1	Chromosome	NW_018396540.1	unplaced-scaffold	15420			super_288
GCA_000003195.3	Primary Assembly	Un			KV917531.1	Chromosome	NW_018396541.1	unplaced-scaffold	15310			super_292
GCA_000003195.3	Primary Assembly	Un			KV917532.1	Chromosome	NW_018396542.1	unplaced-scaffold	15101			super_295
GCA_000003195.3	Primary Assembly	Un			KV917533.1	Chromosome	NW_018396543.1	unplaced-scaffold	15028			super_296
GCA_000003195.3	Primary Assembly	Un			KV917534.1	Chromosome	NW_018396544.1	unplaced-scaffold	14972			super_297
GCA_000003195.3	Primary Assembly	Un			KV917535.1	Chromosome	NW_018396545.1	unplaced-scaffold	14940			super_300
GCA_000003195.3	Primary Assembly	Un			KV917536.1	Chromosome	NW_018396546.1	unplaced-scaffold	14928			super_301
GCA_000003195.3	Primary Assembly	Un			KV917537.1	Chromosome	NW_018396547.1	unplaced-scaffold	15747			super_308
GCA_000003195.3	Primary Assembly	Un			KV917538.1	Chromosome	NW_018396548.1	unplaced-scaffold	14332			super_314
GCA_000003195.3	Primary Assembly	Un			KV917539.1	Chromosome	NW_018396549.1	unplaced-scaffold	14176			super_319
GCA_000003195.3	Primary Assembly	Un			KV917540.1	Chromosome	NW_018396550.1	unplaced-scaffold	14991			super_320
GCA_000003195.3	Primary Assembly	Un			KV917541.1	Chromosome	NW_018396551.1	unplaced-scaffold	15989			super_326
GCA_000003195.3	Primary Assembly	Un			KV917542.1	Chromosome	NW_018396552.1	unplaced-scaffold	13996			super_331
GCA_000003195.3	Primary Assembly	Un			KV917543.1	Chromosome	NW_018396553.1	unplaced-scaffold	13945			super_334
GCA_000003195.3	Primary Assembly	Un			KV917544.1	Chromosome	NW_018396554.1	unplaced-scaffold	13807			super_341
GCA_000003195.3	Primary Assembly	Un			KV917545.1	Chromosome	NW_018396555.1	unplaced-scaffold	14139			super_345
GCA_000003195.3	Primary Assembly	Un			KV917546.1	Chromosome	NW_018396556.1	unplaced-scaffold	36378			super_348
GCA_000003195.3	Primary Assembly	Un			KV917547.1	Chromosome	NW_018396557.1	unplaced-scaffold	13591			super_352
GCA_000003195.3	Primary Assembly	Un			KV917548.1	Chromosome	NW_018396558.1	unplaced-scaffold	13502			super_356
GCA_000003195.3	Primary Assembly	Un			KV917549.1	Chromosome	NW_018396559.1	unplaced-scaffold	13394			super_360
GCA_000003195.3	Primary Assembly	Un			KV917550.1	Chromosome	NW_018396560.1	unplaced-scaffold	13284			super_364
GCA_000003195.3	Primary Assembly	Un			KV917551.1	Chromosome	NW_018396561.1	unplaced-scaffold	14289			super_365
GCA_000003195.3	Primary Assembly	Un			KV917552.1	Chromosome	NW_018396562.1	unplaced-scaffold	13239			super_368
GCA_000003195.3	Primary Assembly	Un			KV917553.1	Chromosome	NW_018396563.1	unplaced-scaffold	13316			super_370
GCA_000003195.3	Primary Assembly	Un			KV917554.1	Chromosome	NW_018396564.1	unplaced-scaffold	13215			super_371
GCA_000003195.3	Primary Assembly	Un			KV917555.1	Chromosome	NW_018396565.1	unplaced-scaffold	13036			super_378
GCA_000003195.3	Primary Assembly	Un			KV917556.1	Chromosome	NW_018396566.1	unplaced-scaffold	12993			super_380
GCA_000003195.3	Primary Assembly	Un			KV917557.1	Chromosome	NW_018396567.1	unplaced-scaffold	12976			super_381
GCA_000003195.3	Primary Assembly	Un			KV917558.1	Chromosome	NW_018396568.1	unplaced-scaffold	12804			super_390
GCA_000003195.3	Primary Assembly	Un			KV917559.1	Chromosome	NW_018396569.1	unplaced-scaffold	12737			super_396
GCA_000003195.3	Primary Assembly	Un			KV917560.1	Chromosome	NW_018396570.1	unplaced-scaffold	12806			super_398
GCA_000003195.3	Primary Assembly	Un			KV917561.1	Chromosome	NW_018396571.1	unplaced-scaffold	12690			super_399
GCA_000003195.3	Primary Assembly	Un			KV917562.1	Chromosome	NW_018396572.1	unplaced-scaffold	15848			super_400
GCA_000003195.3	Primary Assembly	Un			KV917563.1	Chromosome	NW_018396573.1	unplaced-scaffold	12646			super_403
GCA_000003195.3	Primary Assembly	Un			KV917564.1	Chromosome	NW_018396574.1	unplaced-scaffold	12569			super_407
GCA_000003195.3	Primary Assembly	Un			KV917565.1	Chromosome	NW_018396575.1	unplaced-scaffold	12353			super_413
GCA_000003195.3	Primary Assembly	Un			KV917566.1	Chromosome	NW_018396576.1	unplaced-scaffold	74747			super_415
GCA_000003195.3	Primary Assembly	Un			KV917567.1	Chromosome	NW_018396577.1	unplaced-scaffold	12183			super_420
GCA_000003195.3	Primary Assembly	Un			KV917568.1	Chromosome	NW_018396578.1	unplaced-scaffold	12140			super_424
GCA_000003195.3	Primary Assembly	Un			KV917569.1	Chromosome	NW_018396579.1	unplaced-scaffold	12131			super_425
GCA_000003195.3	Primary Assembly	Un			KV917570.1	Chromosome	NW_018396580.1	unplaced-scaffold	12036			super_432
GCA_000003195.3	Primary Assembly	Un			KV917571.1	Chromosome	NW_018396581.1	unplaced-scaffold	12011			super_433
GCA_000003195.3	Primary Assembly	Un			KV917572.1	Chromosome	NW_018396582.1	unplaced-scaffold	12712			super_439
GCA_000003195.3	Primary Assembly	Un			KV917573.1	Chromosome	NW_018396583.1	unplaced-scaffold	11688			super_444
GCA_000003195.3	Primary Assembly	Un			KV917574.1	Chromosome	NW_018396584.1	unplaced-scaffold	11644			super_446
GCA_000003195.3	Primary Assembly	Un			KV917575.1	Chromosome	NW_018396585.1	unplaced-scaffold	11622			super_449
GCA_000003195.3	Primary Assembly	Un			KV917576.1	Chromosome	NW_018396586.1	unplaced-scaffold	11538			super_453
GCA_000003195.3	Primary Assembly	Un			KV917577.1	Chromosome	NW_018396587.1	unplaced-scaffold	11526			super_455
GCA_000003195.3	Primary Assembly	Un			KV917578.1	Chromosome	NW_018396588.1	unplaced-scaffold	11507			super_456
GCA_000003195.3	Primary Assembly	Un			KV917579.1	Chromosome	NW_018396589.1	unplaced-scaffold	12050			super_458
GCA_000003195.3	Primary Assembly	Un			KV917580.1	Chromosome	NW_018396590.1	unplaced-scaffold	11452			super_462
GCA_000003195.3	Primary Assembly	Un			KV917581.1	Chromosome	NW_018396591.1	unplaced-scaffold	11503			super_464
GCA_000003195.3	Primary Assembly	Un			KV917582.1	Chromosome	NW_018396592.1	unplaced-scaffold	11280			super_466
GCA_000003195.3	Primary Assembly	Un			KV917583.1	Chromosome	NW_018396593.1	unplaced-scaffold	11242			super_472
GCA_000003195.3	Primary Assembly	Un			KV917584.1	Chromosome	NW_018396594.1	unplaced-scaffold	11096			super_487
GCA_000003195.3	Primary Assembly	Un			KV917585.1	Chromosome	NW_018396595.1	unplaced-scaffold	11719			super_490
GCA_000003195.3	Primary Assembly	Un			KV917586.1	Chromosome	NW_018396596.1	unplaced-scaffold	11070			super_493
GCA_000003195.3	Primary Assembly	Un			KV917587.1	Chromosome	NW_018396597.1	unplaced-scaffold	10920			super_499
GCA_000003195.3	Primary Assembly	Un			KV917588.1	Chromosome	NW_018396598.1	unplaced-scaffold	10750			super_511
GCA_000003195.3	Primary Assembly	Un			KV917589.1	Chromosome	NW_018396599.1	unplaced-scaffold	10736			super_512
GCA_000003195.3	Primary Assembly	Un			KV917590.1	Chromosome	NW_018396600.1	unplaced-scaffold	10674			super_519
GCA_000003195.3	Primary Assembly	Un			KV917591.1	Chromosome	NW_018396601.1	unplaced-scaffold	10651			super_522
GCA_000003195.3	Primary Assembly	Un			KV917592.1	Chromosome	NW_018396602.1	unplaced-scaffold	10616			super_525
GCA_000003195.3	Primary Assembly	Un			KV917593.1	Chromosome	NW_018396603.1	unplaced-scaffold	10763			super_527
GCA_000003195.3	Primary Assembly	Un			KV917594.1	Chromosome	NW_018396604.1	unplaced-scaffold	12523			super_533
GCA_000003195.3	Primary Assembly	Un			KV917595.1	Chromosome	NW_018396605.1	unplaced-scaffold	10645			super_534
GCA_000003195.3	Primary Assembly	Un			KV917596.1	Chromosome	NW_018396606.1	unplaced-scaffold	10521			super_541
GCA_000003195.3	Primary Assembly	Un			KV917597.1	Chromosome	NW_018396607.1	unplaced-scaffold	10413			super_544
GCA_000003195.3	Primary Assembly	Un			KV917598.1	Chromosome	NW_018396608.1	unplaced-scaffold	10357			super_555
GCA_000003195.3	Primary Assembly	Un			KV917599.1	Chromosome	NW_018396609.1	unplaced-scaffold	11520			super_557
GCA_000003195.3	Primary Assembly	Un			KV917600.1	Chromosome	NW_018396610.1	unplaced-scaffold	10211			super_558
GCA_000003195.3	Primary Assembly	Un			KV917601.1	Chromosome	NW_018396611.1	unplaced-scaffold	10162			super_561
GCA_000003195.3	Primary Assembly	Un			KV917602.1	Chromosome	NW_018396612.1	unplaced-scaffold	9904			super_581
GCA_000003195.3	Primary Assembly	Un			KV917603.1	Chromosome	NW_018396613.1	unplaced-scaffold	11654			super_582
GCA_000003195.3	Primary Assembly	Un			KV917604.1	Chromosome	NW_018396614.1	unplaced-scaffold	9884			super_583
GCA_000003195.3	Primary Assembly	Un			KV917605.1	Chromosome	NW_018396615.1	unplaced-scaffold	9731			super_587
